Date,Close,High,Low,Open,Volume,MA_10,MA_30,MA_50,Daily_Return,Volatility,Price_Range,Close_lag1,Close_lag2,Close_lag3,Close_lag5,Target
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,
2018-03-28,39.07463455200195,39.90551239771122,38.77185933862034,39.2553627855558,166674000,40.36694145202637,40.96349538167318,40.277166519165036,-0.011048582791912231,0.021288891284208515,1.1336530590908822,39.51117706298828,40.55094909667969,38.71316909790039,40.19889450073242,39.37974548339844
2018-03-29,39.37974548339844,40.31154688271614,39.173199002522075,39.386786515119255,153594000,40.11180992126465,40.96670341491699,40.227441940307614,0.007808414202580272,0.021661981819417024,1.1383478801940612,39.07463455200195,39.51117706298828,40.55094909667969,39.630882263183594,39.12157440185547
2018-04-02,39.12157440185547,39.652022830460815,38.60286580492459,39.11218755047695,150347200,39.845650100708006,40.917335764567056,40.171805725097656,-0.006555935757680542,0.021643953487975653,1.0491570255362248,39.37974548339844,39.07463455200195,39.51117706298828,38.71316909790039,39.52293014526367
2018-04-03,39.52293014526367,39.60742613093235,38.69909697104452,39.34689714023731,121112000,39.68346519470215,40.885728708902995,40.12793685913086,0.010259192007087803,0.021977799253665477,0.9083291598878347,39.12157440185547,39.37974548339844,39.07463455200195,40.55094909667969,40.278690338134766
2018-04-04,40.278690338134766,40.372573155198666,38.673270529102645,38.69908884100521,138422000,39.59826469421387,40.883850987752275,40.106008987426755,0.01912206888743695,0.02314868067790428,1.6993026260960207,39.52293014526367,39.12157440185547,39.37974548339844,39.51117706298828,40.55799865722656
2018-04-05,40.55799865722656,40.89363314796675,40.38900671262728,40.506362030743446,107732800,39.63417510986328,40.89738604227702,40.089480285644534,0.006934394260265986,0.022059729998178464,0.5046264353394747,40.278690338134766,39.52293014526367,39.12157440185547,39.07463455200195,39.520572662353516
2018-04-06,39.520572662353516,40.482883990273784,39.47832289128992,40.128472267405044,140021200,39.62314414978027,40.865152231852214,40.06538673400879,-0.02557882610630735,0.02320567155245278,1.0045610989838636,40.55799865722656,40.278690338134766,39.52293014526367,39.37974548339844,39.91255187988281
2018-04-09,39.91255187988281,40.62607077179569,39.865610460128146,39.872651494021305,116070800,39.743082427978514,40.82251370747884,40.06367240905762,0.009918358746422884,0.021862783690751644,0.7604603116675435,39.520572662353516,40.55799865722656,40.278690338134766,39.12157440185547,40.66361999511719
2018-04-10,40.66361999511719,40.83965298210904,40.25991739177053,40.60494233278657,113634400,39.75434951782226,40.777762222290036,40.075109786987305,0.018817842504651683,0.016692024630025067,0.5797355903385082,39.91255187988281,39.520572662353516,40.55799865722656,39.52293014526367,40.47348403930664
2018-04-11,40.47348403930664,40.820854618109244,40.29979695920612,40.424193252589454,89726400,39.8505802154541,40.731210962931314,40.09934104919434,-0.004675824627354275,0.014185800340036725,0.5210576589031248,40.66361999511719,39.91255187988281,39.520572662353516,40.278690338134766,40.87250900268555
2018-04-12,40.87250900268555,41.07436028792793,40.61432587688714,40.70117124541933,91557200,40.03036766052246,40.70007298787435,40.136181106567385,0.009858923017138421,0.013490758354358442,0.46003441104078746,40.47348403930664,40.66361999511719,39.91255187988281,40.55799865722656,41.010982513427734
2018-04-13,41.010982513427734,41.271511425086416,40.8044396188746,41.02271875981588,100497200,40.19349136352539,40.697960408528644,40.1736400604248,0.0033879376167753605,0.01344596329749207,0.46707180621181266,40.87250900268555,40.47348403930664,40.66361999511719,39.520572662353516,41.26681900024414
2018-04-16,41.26681900024414,41.35366077533175,41.03445421925359,41.08139562250636,86313600,40.40801582336426,40.694909286499026,40.214579544067384,0.006238243298185786,0.012912312516908171,0.3192065560781572,41.010982513427734,40.87250900268555,40.47348403930664,39.91255187988281,41.83481979370117
2018-04-17,41.83481979370117,41.99911650197846,41.40529895401935,41.42407623230813,106421600,40.639204788208005,40.70601921081543,40.30091400146485,0.013764104120884024,0.013104157468482359,0.5938175479591123,41.26681900024414,41.010982513427734,40.87250900268555,40.66361999511719,41.740943908691406
2018-04-18,41.740943908691406,41.970962939576346,41.51562367531091,41.7339028752358,83018000,40.785430145263675,40.715172958374026,40.404118576049804,-0.0022439653253604197,0.01241029303053905,0.45533926426543303,41.83481979370117,41.26681900024414,41.010982513427734,40.47348403930664,40.55799865722656
2018-04-19,40.55799865722656,41.16589834553228,40.525139311410044,40.78331886242555,139235200,40.785430145263675,40.69772694905599,40.45308876037598,-0.028340165331491862,0.01589457042013797,0.6407590341222331,41.740943908691406,41.83481979370117,41.26681900024414,40.87250900268555,38.896240234375
2018-04-20,38.896240234375,40.18714851166951,38.8281721559885,40.04162908827687,261964400,40.72299690246582,40.609944915771486,40.48514030456543,-0.04097239700843747,0.019084697850232552,1.3589763556810155,40.55799865722656,41.740943908691406,41.83481979370117,41.010982513427734,38.7835807800293
2018-04-23,38.7835807800293,39.17789286841588,38.513661441560345,39.156769773980784,146062000,40.61009979248047,40.49462381998698,40.53546249389648,-0.0028964098757837675,0.018664019137186173,0.6642314268555367,38.896240234375,40.55799865722656,41.740943908691406,41.26681900024414,38.243736267089844
2018-04-24,38.243736267089844,39.03940486080999,37.84003384854289,38.88449504363295,134768000,40.36811141967773,40.34769477844238,40.56611526489258,-0.013919408731269955,0.017289660570711827,1.1993710122671004,38.7835807800293,38.896240234375,40.55799865722656,41.83481979370117,38.41039276123047
2018-04-25,38.41039276123047,38.825831574734394,38.11935387520056,38.16864110139597,113528400,40.16180229187012,40.2200122833252,40.570527725219726,0.0043577461411383744,0.017598601496859514,0.7064776995338349,38.243736267089844,38.7835807800293,38.896240234375,41.740943908691406,38.544185638427734
2018-04-26,38.544185638427734,38.89859745277348,38.344680140899015,38.52071313940064,111852000,39.92896995544434,40.10875968933105,40.569964752197265,0.0034832467876326767,0.017105989696541986,0.5539173118744642,38.41039276123047,38.243736267089844,38.7835807800293,40.55799865722656,38.09823226928711
2018-04-27,38.09823226928711,38.56999935976334,37.70157072022894,38.49254441988215,142623200,39.637694931030275,39.98099873860677,40.54625930786133,-0.011569925833275874,0.016874054991316313,0.8684286395343932,38.544185638427734,38.41039276123047,38.243736267089844,38.896240234375,38.78827667236328
2018-04-30,38.78827667236328,39.257697923260864,37.98556676309641,38.05363485006051,169709600,39.38984069824219,39.881168874104816,40.509972763061526,0.018112242011618207,0.018284366600798175,1.2721311601644558,38.09823226928711,38.544185638427734,38.41039276123047,38.7835807800293,39.6895751953125
2018-05-01,39.6895751953125,39.71304411315623,38.79063291154478,39.05820292848709,214277600,39.17531623840332,39.83266207377116,40.494341430664065,0.023236364187104952,0.01961989209080597,0.9224112016114461,38.78827667236328,38.09823226928711,38.544185638427734,38.243736267089844,41.4428596496582
2018-05-02,41.4428596496582,41.71981648729503,40.79271017052406,41.12834466848057,266157600,39.1455078125,39.84306755065918,40.5164981842041,0.04417493625763913,0.02509217746158004,0.927106316770967,39.6895751953125,38.78827667236328,38.09823226928711,38.41039276123047,41.51796340942383
2018-05-03,41.51796340942383,41.66113703771084,40.94292307926782,41.28090696121748,136272800,39.24150428771973,39.88703651428223,40.54381851196289,0.001812224359045711,0.023098565531132386,0.718213958443016,41.4428596496582,39.6895751953125,38.78827667236328,38.544185638427734,43.146846771240234
2018-05-04,43.146846771240234,43.24542478603207,41.81838401597067,41.83716129232139,224805200,39.66656494140625,40.00423533121745,40.59700370788574,0.03923321926351231,0.020013739772230078,1.4270407700613958,41.51796340942383,41.4428596496582,39.6895751953125,38.09823226928711,43.459022521972656
2018-05-07,43.459022521972656,44.04814493310454,43.36279030101084,43.46371415611706,169805600,40.13410911560059,40.16243044535319,40.64235000610351,0.007235192698728188,0.019504423491439164,0.6853546320936985,43.146846771240234,41.51796340942383,41.4428596496582,38.78827667236328,43.66790008544922
2018-05-08,43.66790008544922,43.70780045059003,43.10928781068014,43.419107466689546,113611200,40.67652549743652,40.26632881164551,40.67558471679688,0.0048063106658911,0.017584930180770647,0.5985126399098917,43.459022521972656,43.146846771240234,41.51796340942383,39.6895751953125,43.97538375854492
2018-05-09,43.97538375854492,43.98477060792433,43.47310315384662,43.78526872136192,92844800,41.23302459716797,40.4151357014974,40.71769195556641,0.007041411940899911,0.017450067957782613,0.5116674540777097,43.66790008544922,43.459022521972656,43.146846771240234,41.4428596496582,44.60440444946289
2018-05-10,44.60440444946289,44.68185938348441,44.043446213428126,44.0645728909975,111957200,41.839046478271484,40.59946136474609,40.77364707946777,0.014303927269213368,0.01707367888772685,0.6384131700562818,43.97538375854492,43.66790008544922,43.459022521972656,41.51796340942383,44.43477249145508
2018-05-11,44.43477249145508,44.781127924259025,44.166170685934766,44.64682881910434,104848800,42.47270050048828,40.767962265014646,40.8408553314209,-0.003803031563844983,0.015873326591849847,0.6149572383242585,44.60440444946289,43.97538375854492,43.66790008544922,43.146846771240234,44.331092834472656
2018-05-14,44.331092834472656,44.656243653269094,44.26276586287573,44.53372248173257,83115200,43.026982116699216,40.94161287943522,40.9003101348877,-0.0023333000523938496,0.016805346865752295,0.39347779039336217,44.43477249145508,44.60440444946289,43.97538375854492,43.459022521972656,43.92817687988281
2018-05-15,43.92817687988281,44.07661587132766,43.61245281112909,44.008285328036614,94780800,43.45084228515625,41.08845443725586,40.948843231201174,-0.009088789128079644,0.01781795170899438,0.46416306019857245,44.331092834472656,44.43477249145508,44.60440444946289,43.66790008544922,44.3381462097168
2018-05-16,44.3381462097168,44.40412189174808,43.82450587728553,43.84100069659563,76732400,43.74037094116211,41.22376963297526,41.00627952575684,0.009332718973405152,0.013299973256860243,0.5796160144625517,43.92817687988281,44.331092834472656,44.43477249145508,43.97538375854492,44.057769775390625
2018-05-17,44.057769775390625,44.510151372329275,43.90933077186677,44.29574027728579,69176000,43.99435157775879,41.3404286702474,41.0658073425293,-0.006323593977069053,0.013878895797627095,0.6008206004625052,44.3381462097168,43.92817687988281,44.331092834472656,44.60440444946289,43.897560119628906
2018-05-18,43.897560119628906,44.25098366663279,43.85515101968935,44.10490308433846,73190800,44.06942291259766,41.486328252156575,41.11316452026367,-0.003636354190838076,0.007758225684170505,0.39583264694343967,44.057769775390625,44.3381462097168,43.92817687988281,44.43477249145508,44.20856475830078
2018-05-21,44.20856475830078,44.594974273485356,44.038921205760296,44.2957413967529,73603200,44.14437713623047,41.62952868143717,41.1524715423584,0.007084781883647473,0.007746554258897489,0.5560530677250597,43.897560119628906,44.057769775390625,44.3381462097168,44.331092834472656,44.097843170166016
2018-05-22,44.097843170166016,44.50310253434082,44.008308037668286,44.385294663248395,60962800,44.18737144470215,41.74400278727214,41.18139625549316,-0.0025045279967831346,0.007769796018679551,0.49479449667253306,44.20856475830078,43.897560119628906,44.057769775390625,43.92817687988281,44.38056564331055
2018-05-23,44.38056564331055,44.41355169174006,43.76796349223717,43.90697946331335,80233600,44.22788963317871,41.87423884073893,41.22419021606445,0.006411253993841681,0.007717801242301455,0.6455881995028889,44.097843170166016,44.20856475830078,43.897560119628906,44.3381462097168,44.331092834472656
2018-05-24,44.331092834472656,44.49366824387088,43.874001393175,44.47717701426208,92936000,44.200558471679685,41.98952496846517,41.27317680358887,-0.0011147403851385906,0.006128864696582505,0.6196668506958787,44.38056564331055,44.097843170166016,44.20856475830078,44.057769775390625,44.43240737915039
2018-05-25,44.43240737915039,44.6845142986647,44.21328291731223,44.34994044932966,69844000,44.200321960449216,42.10357246398926,41.32320373535156,0.0022854059803134597,0.006077246805061033,0.47123138135247444,44.331092834472656,44.38056564331055,44.097843170166016,43.897560119628906,44.272193908691406
2018-05-29,44.272193908691406,44.47246871582709,44.02950999616362,44.20151206637124,90056400,44.19443206787109,42.20375162760417,41.372984161376955,-0.003605779652942287,0.006144740452588115,0.4429587196634728,44.43240737915039,44.331092834472656,44.38056564331055,44.20856475830078,44.17793655395508
2018-05-30,44.17793655395508,44.29574438476563,44.00829298997112,44.2297722871285,74762000,44.21940803527832,42.28185551961263,41.433647308349606,-0.0021290418751491735,0.005359493954772554,0.287451394794509,44.272193908691406,44.43240737915039,44.331092834472656,44.097843170166016,44.02949523925781
2018-05-31,44.02949523925781,44.34993266615083,43.85749682190781,44.11196215460604,109931200,44.18854293823242,42.358140563964845,41.49162330627441,-0.0033600780452018864,0.004488520006478547,0.492435844243019,44.17793655395508,44.272193908691406,44.43240737915039,44.38056564331055,44.823524475097656
2018-06-01,44.823524475097656,44.82823419974906,44.2368401871287,44.293389239832464,93770000,44.26511840820312,42.50032475789388,41.58411590576172,0.018034029950265484,0.006998477225482542,0.5913940126203627,44.02949523925781,44.17793655395508,44.272193908691406,44.331092834472656,45.198158264160156
2018-06-04,45.198158264160156,45.57278634857579,45.08506373956886,45.15339070780669,105064800,44.39517822265625,42.71038869222005,41.69546142578125,0.008357972592508478,0.0070012565153019825,0.48772260900693,44.823524475097656,44.02949523925781,44.17793655395508,44.43240737915039,45.54686737060547
2018-06-05,45.54686737060547,45.69530640222667,45.32303318949462,45.49032190729074,86264000,44.52900848388672,42.93583157857259,41.832135391235354,0.007715117602962618,0.00704535829285706,0.37227321273204694,45.198158264160156,44.823524475097656,44.02949523925781,44.272193908691406,45.70473098754883
2018-06-06,45.70473098754883,45.72829399486384,45.219363236624766,45.622267652366574,83734400,44.689697265625,43.18453140258789,41.93521102905274,0.0034659599234092564,0.00677396382552396,0.5089307582390745,45.54686737060547,45.198158264160156,44.823524475097656,44.17793655395508,45.582210540771484
2018-06-07,45.582210540771484,45.756563841147845,45.3183185372882,45.74242747573462,85388800,44.809861755371095,43.423591995239256,42.0566316986084,-0.0026806950643845084,0.006963126582806867,0.4382453038596452,45.70473098754883,45.54686737060547,45.198158264160156,44.02949523925781,45.167537689208984
2018-06-08,45.167537689208984,45.23822313189476,44.71280102613651,45.04266163172219,106627200,44.89350624084473,43.64437039693197,42.17848976135254,-0.009097251902506875,0.007849743085301156,0.5254221057582527,45.582210540771484,45.70473098754883,45.54686737060547,44.823524475097656,45.056793212890625
2018-06-11,45.056793212890625,45.23115014029129,44.816467766594464,45.0850695440865,73234000,44.95594482421875,43.876322428385414,42.29203071594238,-0.0024518599415441766,0.00796588957851712,0.41468237369682726,45.167537689208984,45.582210540771484,45.70473098754883,45.198158264160156,45.30419158935547
2018-06-12,45.30419158935547,45.38194521050095,45.03794466802796,45.09449373664577,67644400,45.05914459228516,44.093519592285155,42.415683059692384,0.005490811902567172,0.007846080512475038,0.3440005424729904,45.056793212890625,45.167537689208984,45.582210540771484,45.54686737060547,44.93191146850586
2018-06-13,44.93191146850586,45.44555554341027,44.870652683238966,45.33717074386563,86553600,45.134542083740236,44.26826413472494,42.52386268615723,-0.008217343865751237,0.008444329017572758,0.5749028601713064,45.30419158935547,45.056793212890625,45.167537689208984,45.70473098754883,44.95546340942383
2018-06-14,44.95546340942383,45.136888453145275,44.8188059111202,45.13217513383571,86440400,45.227138900756835,44.38535092671712,42.61739814758301,0.0005241695745457076,0.008271976075711101,0.31808254202507413,44.93191146850586,45.30419158935547,45.056793212890625,45.582210540771484,44.493675231933594
2018-06-15,44.493675231933594,44.80468973270955,44.357017672066355,44.77405853621199,246876800,45.19415397644043,44.48454132080078,42.69611167907715,-0.010272125843405977,0.006957652574086582,0.44767206064319254,44.95546340942383,44.93191146850586,45.30419158935547,45.167537689208984,44.47010040283203
2018-06-18,44.47010040283203,44.583194911549555,44.107250277682624,44.267470793974596,73939600,45.121348190307614,44.528649775187176,42.795102233886716,-0.000529846747401086,0.006195602220539015,0.47594463386693064,44.493675231933594,44.95546340942383,44.93191146850586,45.056793212890625,43.7514762878418
2018-06-19,43.7514762878418,43.90227017955534,43.223695869239414,43.62188694452313,134314000,44.94180908203125,44.53839823404948,42.8718807220459,-0.01615971424576479,0.0067776520411282955,0.6785743103159234,44.47010040283203,44.493675231933594,44.95546340942383,45.30419158935547,43.942317962646484
2018-06-20,43.942317962646484,44.10724819574322,43.76089290863536,43.90697705384341,82514800,44.765567779541016,44.547545496622725,42.93745468139648,0.004361948235737989,0.006892165641739257,0.3463552871078548,43.7514762878418,44.47010040283203,44.493675231933594,44.93191146850586,43.697296142578125
2018-06-21,43.697296142578125,44.37822547833607,43.57477495274452,44.11904672969014,102847600,44.57707633972168,44.53827590942383,43.00193092346191,-0.005575987599849452,0.006895916719182075,0.8034505255915505,43.942317962646484,43.7514762878418,44.47010040283203,44.95546340942383,43.5700569152832
2018-06-22,43.5700569152832,43.8598632336105,43.51822117116477,43.852795049886204,108801600,44.4173282623291,44.503797658284505,43.055881881713866,-0.002911832962839589,0.006681178412280532,0.3416420624457288,43.697296142578125,43.942317962646484,43.7514762878418,44.493675231933594,42.922115325927734
2018-06-25,42.922115325927734,43.570058556606334,42.5828281135387,43.21192165517229,126652400,44.203860473632815,44.453375752766924,43.094104537963865,-0.014871258732007453,0.007547505766733124,0.9872304430676309,43.5700569152832,43.697296142578125,43.942317962646484,44.47010040283203,43.45459747314453
2018-06-26,43.45459747314453,43.94939183167297,43.009283988552895,43.11531391910178,98276800,44.01890106201172,44.42415924072266,43.13786010742187,0.012405775977567979,0.008808220563296634,0.9401078431200744,42.922115325927734,43.5700569152832,43.697296142578125,43.7514762878418,43.390987396240234
2018-06-27,43.390987396240234,44.126107216581914,43.360356205322596,43.64309432120707,101141200,43.86480865478516,44.40625292460124,43.168983459472656,-0.0014638284693261339,0.008717996668618241,0.7657510112593187,43.45459747314453,42.922115325927734,43.5700569152832,43.942317962646484,43.70671081542969
2018-06-28,43.70671081542969,43.87399953844859,43.30616485853516,43.37685028509541,69460800,43.73993339538574,44.385205078125,43.20829879760742,0.007276244172696789,0.009301855104118526,0.5678346799134246,43.390987396240234,43.45459747314453,42.922115325927734,43.697296142578125,43.61481857299805
2018-06-29,43.61481857299805,44.10489961774891,43.09646479717635,43.89284334908779,90950800,43.65204772949219,44.370440038045246,43.26943519592285,-0.0021024744419614327,0.008921113119402383,1.0084348205725604,43.70671081542969,43.390987396240234,43.45459747314453,43.5700569152832,44.10253143310547
2018-07-02,44.10253143310547,44.13080775314985,43.21661796791336,43.31086637604602,70925200,43.615290832519534,44.37727241516113,43.37356101989746,0.01118227419176665,0.009849788487402531,0.9141897852364949,43.61481857299805,43.70671081542969,43.390987396240234,42.922115325927734,43.334434509277344
2018-07-03,43.334434509277344,44.283965391794474,43.244899402321124,44.24626602094871,55819200,43.57358665466309,44.348134740193686,43.46457809448242,-0.01741616408103852,0.010073169468455705,1.0390659894733503,44.10253143310547,43.61481857299805,43.70671081542969,43.45459747314453,43.68313980102539
2018-07-05,43.68313980102539,43.92111390698373,43.41925142512887,43.65015375403833,66416800,43.547668838500975,44.33431129455566,43.57336616516113,0.008046840709860836,0.010351079819213705,0.5018624818548574,43.334434509277344,44.10253143310547,43.61481857299805,43.390987396240234,44.2886848449707
2018-07-06,44.2886848449707,44.39706605714836,43.63602832826301,43.68786407155159,69940800,43.606807708740234,44.33124860127767,43.690932006835936,0.013862214270849993,0.011099049730896137,0.7610377288853485,43.68313980102539,43.334434509277344,44.10253143310547,43.70671081542969,44.90363693237305
2018-07-09,44.90363693237305,44.92719634335544,44.6020491482026,44.649171565377365,79026400,43.74016571044922,44.35033340454102,43.81812103271484,0.013885083505074558,0.011632071273353682,0.3251471951528373,44.2886848449707,43.68313980102539,43.334434509277344,43.61481857299805,44.84944534301758
2018-07-10,44.84944534301758,45.06856619589097,44.80938751433222,44.934267130145,63756400,43.932898712158206,44.364234670003256,43.953145294189454,-0.001206841874235809,0.009973245149986227,0.2591786815587511,44.90363693237305,44.2886848449707,43.68313980102539,44.10253143310547,44.2674560546875
2018-07-11,44.2674560546875,44.715124215912304,44.20383884181167,44.41353656294242,75326000,44.0141845703125,44.36407674153646,44.06272888183594,-0.012976510275186426,0.010908695165524368,0.5112853741006376,44.84944534301758,44.90363693237305,44.2886848449707,43.334434509277344,45.009666442871094
2018-07-12,45.009666442871094,45.09920155846209,44.60440715522057,44.65624289633007,72164400,44.176052474975585,44.391801071166995,44.16913070678711,0.016766501948218382,0.011771637757278797,0.4947944032415208,44.2674560546875,44.84944534301758,44.90363693237305,43.68313980102539,45.08035659790039
2018-07-13,45.08035659790039,45.20051932204773,44.97903996775959,45.02145266730081,50055600,44.31341705322266,44.42682978312175,44.241880645751955,0.001570554963321591,0.011718904749706686,0.22147935428814236,45.009666442871094,44.2674560546875,44.84944534301758,44.2886848449707,44.981380462646484
2018-07-16,44.981380462646484,45.39134935496412,44.86592751050151,45.12510613972118,60172400,44.4500732421875,44.43209164937337,44.311148986816406,-0.0021955490755483087,0.011723585784567607,0.5254218444626133,45.08035659790039,45.009666442871094,44.2674560546875,44.90363693237305,45.1086311340332
2018-07-17,45.1086311340332,45.207589309963836,44.578495737483614,44.70808510901566,62138000,44.550683212280276,44.429107411702475,44.35038467407227,0.0028289632305169565,0.01138039628135969,0.6290935724802225,44.981380462646484,45.08035659790039,45.009666442871094,44.84944534301758,44.86121368408203
2018-07-18,44.86121368408203,45.19107771710579,44.750474052413736,45.1863643979344,65573600,44.703361129760744,44.40625228881836,44.37842849731445,-0.005484924807760416,0.009561899527897485,0.4406036646920555,45.1086311340332,44.981380462646484,45.08035659790039,44.2674560546875,45.20992660522461
2018-07-19,45.20992660522461,45.36778864020919,44.69392781889089,44.69392781889089,81147200,44.85603981018066,44.38975880940755,44.40926902770996,0.007773149509468391,0.009547851020071241,0.6738608213182999,44.86121368408203,45.1086311340332,44.981380462646484,45.009666442871094,45.106266021728516
2018-07-20,45.106266021728516,45.33952324227363,44.80703310367688,45.18637448948724,82704800,44.937797927856444,44.37389399210612,44.43188667297363,-0.002292872191571149,0.008944043858995311,0.5324901385967493,45.20992660522461,44.86121368408203,45.1086311340332,45.08035659790039,45.14631652832031
2018-07-23,45.14631652832031,45.228783446987535,44.66330370871866,44.927192096118354,63957600,44.962065887451175,44.373186620076496,44.44272491455078,0.0008879144767270919,0.007885208136651514,0.565479738268877,45.106266021728516,45.20992660522461,44.86121368408203,44.981380462646484,45.47381591796875
2018-07-24,45.47381591796875,45.62932309432081,45.249981791818506,45.34422660434203,74791600,45.02450294494629,44.38708737691243,44.463505783081054,0.007254177413189344,0.008124044252978269,0.37934130250230425,45.14631652832031,45.106266021728516,45.20992660522461,45.1086311340332,45.902652740478516
2018-07-25,45.902652740478516,45.909720923914165,45.339527761896065,45.48796680446535,66839600,45.18802261352539,44.40703608194987,44.49493698120117,0.009430412070175809,0.006675064972305787,0.5701931620181,45.47381591796875,45.14631652832031,45.106266021728516,44.86121368408203,45.7589225769043
2018-07-26,45.7589225769043,46.17125001494184,45.617551731493165,45.85316741037176,76304000,45.262948226928714,44.43460311889648,44.531551895141604,-0.0031311951487168477,0.005115457041762461,0.553698283448675,45.902652740478516,45.47381591796875,45.14631652832031,45.20992660522461,44.99787902832031
2018-07-27,44.99787902832031,45.98982256720947,44.790539686327264,45.942700152902404,96096000,45.2547004699707,44.4360169728597,44.54474655151367,-0.01663158802100162,0.0077251494766070765,1.1992828808822082,45.7589225769043,45.902652740478516,45.47381591796875,45.106266021728516,44.74577331542969
2018-07-30,44.74577331542969,45.285331624624746,44.547857012990356,45.2146462036936,84118000,45.231139755249025,44.44442024230957,44.558506622314454,-0.005602613241658783,0.007898279742418595,0.73747461163439,44.99787902832031,45.7589225769043,45.902652740478516,45.14631652832031,44.835296630859375
2018-07-31,44.835296630859375,45.27118698424911,44.6114625015008,44.83765508809221,157492000,45.20380630493164,44.45659344991048,44.57726135253906,0.00200070998435109,0.007863795840471173,0.6597244827483095,44.74577331542969,44.99787902832031,45.7589225769043,45.47381591796875,47.476558685302734
2018-08-01,47.476558685302734,47.53781746675014,46.48932842822588,46.918150683987434,271742800,45.465340805053714,44.58076286315918,44.642621231079104,0.05891032853400202,0.02015737740452807,1.0484890385242593,44.835296630859375,44.74577331542969,44.99787902832031,45.902652740478516,48.864341735839844
2018-08-02,48.864341735839844,49.097602581978514,47.20560872670718,47.25979933310733,249616000,45.83078231811523,44.74483032226563,44.73795120239258,0.029230910768743623,0.021482244135492205,1.8919938552713305,47.476558685302734,44.835296630859375,44.74577331542969,45.7589225769043,49.005699157714844
2018-08-03,49.005699157714844,49.182410890959616,48.414301589521656,48.7795065572694,133789600,46.22072563171387,44.92177708943685,44.830453872680664,0.002892854315712956,0.021267538094423763,0.7681093014379599,48.864341735839844,47.476558685302734,44.835296630859375,44.99787902832031,49.26017761230469
2018-08-06,49.26017761230469,49.30258671388447,48.788946198074015,49.0080670799903,101701600,46.63211174011231,45.11144777933757,44.9290355682373,0.005192833873685965,0.021138972897497412,0.513640515810458,49.005699157714844,48.864341735839844,47.476558685302734,44.74577331542969,48.798362731933594
2018-08-07,48.798362731933594,49.36148405297779,48.715895807364944,49.319074957057836,102349600,46.96456642150879,45.3073226928711,45.016354675292966,-0.009375014519958591,0.02192699672337427,0.6455882456128421,49.26017761230469,49.005699157714844,48.864341735839844,44.835296630859375,48.831356048583984
